"Triad","Narration","Listener","OldOrNew","Transcript","Audience","Hedges","Rising Intonation","ID"
4,3,1,"Old","grabs like two or three out of the air",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","eats them",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","and waves goodbye to the camera",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","as he flies down hits the ground",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","there’s the little like mushroom cloud of dust",NA,"like",NA,"4-3-1-Old"
4,3,1,"Old","so this time the roadrunner runs into thee",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","wild cactus mine coyote chases after him",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","runs into the mine but quickly it gets too dark",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","so he runs back to the beginning",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","grabs a little miner’s cap with the ha light on it",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","so he turns on his light’s red",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","the roadrunner runs up",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","his light’s green",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","so they run away",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","and they cut to this sort of generic map view",NA,"sort of",NA,"4-3-1-Old"
4,3,1,"Old","where it’s just the tunnels on a map","mm-hmm",NA,NA,"4-3-1-Old"
4,3,1,"Old","and you just see their lights green and red",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","so they’re running around and roadrunner gets in an elevator",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","the coyote chases after him",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","they’re running in a circle",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","they’re going across up a uh ladder across down a ladder",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","they do that for a while",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","the roadrunner jumps off midway of a ladder goes toward another path",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","but the coyote doesn’t see that",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","he’s still running around in circle running around in circle",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","then notices follows him",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","the roadrunner makes a jump",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","the coyote just barely makes the jump",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","he doesn’t quite make it",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","he has to pull himself up to the other cliff",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","then they’re go running in this sort of saw blade path",NA,"sort of",NA,"4-3-1-Old"
4,3,1,"Old","the roadrunner is doing it fine",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","the coyote is going up down up down up down up down",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","but the coyote falls a little behind",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","the roadrunner goes up at the end because it splits",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","but instead of going on the up path the coyote goes in the straight path",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","but he’s so used to running up and down and up and down",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","that he’s apparently still bouncing up and down and up and down",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","and he’s hitting the ceiling and the floor the ceiling and the floor the ceiling and the floor",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","and breaks his head not his head his hat",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","so the light doesn’t work and he’s in pitch black",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","so he lights a match",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","and he’s looking around",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","and he’s in a room full of dynamite",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","and it cuts to the surface",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","you hear the explosion",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","all the cactuses fly up in the air",NA,NA,NA,"4-3-1-Old"
4,3,1,"Old","land down and they all say YIKES",NA,NA,NA,"4-3-1-Old"
5,1,1,"New",NA,"… sylvester ?",NA,NA,"5-1-1-New"
5,1,1,"New","huh?","tweety and sylvester cartoon ?",NA,NA,"5-1-1-New"
5,1,1,"New","no no actually this one is uh the coyote and roadrunner",NA,NA,NA,"5-1-1-New"
5,1,1,"New","this one is really cool","okay",NA,NA,"5-1-1-New"
5,1,1,"New","so like you start off at the beginning and you got the typical scene",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and they’re like spinning their legs and running after each other",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and then they slow down",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see it shoots the roadrunner",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and gives roadrunner and then like uh the Latin saying under it",NA,"like",NA,"5-1-1-New"
5,1,1,"New","I thought I thought it was like accelerati uh incrediblis ?",NA,"I thought, I thought, like","?","5-1-1-New"
5,1,1,"New","and then it shoots over to coyote",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then you see the the clip shot of him in mid-motion too",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and it has coyote and it say and under it say it has another Latin",NA,NA,NA,"5-1-1-New"
5,1,1,"New","it’s like coyo coyotecacus","coyotecacus ?","like",NA,"5-1-1-New"
5,1,1,"New","I mean I I’m not good at these Latin things","me neither","I'm not good",NA,"5-1-1-New"
5,1,1,"New","and then like vulgaris",NA,"like",NA,"5-1-1-New"
5,1,1,"New","so then like they start slowing it slowing it up and speeding it up again",NA,"like",NA,"5-1-1-New"
5,1,1,"New","you see them start running slowly and they start speeding off again",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then right as right as they",NA,NA,NA,"5-1-1-New"
5,1,1,"New","they have a close up of both of them",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see coyote go to grab him with uh",NA,NA,NA,"5-1-1-New"
5,1,1,"New","he’s got the knife he’s got the fork",NA,NA,NA,"5-1-1-New"
5,1,1,"New","he’s got the the napkin thing on his chest",NA,NA,NA,"5-1-1-New"
5,1,1,"New","right as he’s about to stab him you see like",NA,"like",NA,"5-1-1-New"
5,1,1,"New","roadrunner jump up to the end",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and give off that MEEP MEEP and then jet off",NA,NA,NA,"5-1-1-New"
5,1,1,"New","so he swings down",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and like you see the knife and the and the fork going to the concrete",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and you see him flip over it",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then just kind of sit there with the knife and a fork in the concrete",NA,"just kind of",NA,"5-1-1-New"
5,1,1,"New","then like you see him run away",NA,"like",NA,"5-1-1-New"
5,1,1,"New","you got the whole thing",NA,NA,NA,"5-1-1-New"
5,1,1,"New","then it shoots the next clip",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you got like the typical",NA,"like",NA,"5-1-1-New"
5,1,1,"New","you got the blueprint of what he’s going to do",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and I’m sure you’ve probably seen this cartoon",NA,NA,NA,"5-1-1-New"
5,1,1,"New","anyone who’s seen",NA,NA,NA,"5-1-1-New"
5,1,1,"New","seen roadrunner and coyote’s probably seen this one",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then you see like you s you have the blueprint",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and you see two cliffs and you have the tightrope across it",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and he’s got mapped out his plans",NA,NA,NA,"5-1-1-New"
5,1,1,"New","it’s like I’m gonna climb across into the middle",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and dro drop thee anvil on his head from above",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then I’m gonna make a burger out of him",NA,NA,NA,"5-1-1-New"
5,1,1,"New","it’s gonna be a good time",NA,NA,NA,"5-1-1-New"
5,1,1,"New","so then they clip they shoot they clip to the real thing",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see him start walking on the tigh tightrope",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and as he steps foot on the tightrope",NA,NA,NA,"5-1-1-New"
5,1,1,"New","the tightrope stretches all the way down to the road",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then the roadrunner runs up stops","mm-hmm",NA,NA,"5-1-1-New"
5,1,1,"New","MEEP-MEEP runs back the other way",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see coyote drop the anvil",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then like he gets slingshot right up into the sky",NA,"like",NA,"5-1-1-New"
5,1,1,"New","so like in the sky he starts pointing to his back",NA,"like",NA,"5-1-1-New"
5,1,1,"New","like he’s got a parachute just in case",NA,"like",NA,"5-1-1-New"
5,1,1,"New","so he pulls the parachute",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and all of a sudden you see camping supplies",NA,NA,NA,"5-1-1-New"
5,1,1,"New","you see axes forks knives plates",NA,NA,NA,"5-1-1-New"
5,1,1,"New","the whole the whole ordeal just come out of the thing",NA,"just, thing",NA,"5-1-1-New"
5,1,1,"New","and you see him reach into his pocket and pull out acm acme aspirins",NA,NA,NA,"5-1-1-New"
5,1,1,"New","they fly in the air",NA,NA,NA,"5-1-1-New"
5,1,1,"New","he grabs a few and takes them",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then you see him like from the above angle like hit the ground",NA,"like, like",NA,"5-1-1-New"
5,1,1,"New","and POOF you’ve got a ball of smoke the whole deal",NA,NA,NA,"5-1-1-New"
5,1,1,"New","oh crap I forgot something",NA,"oh crap I forgot something",NA,"5-1-1-New"
5,1,1,"New","that wasn’t what happened",NA,NA,NA,"5-1-1-New"
5,1,1,"New","oh yeah before that let’s just cut to before","okay",NA,NA,"5-1-1-New"
5,1,1,"New","so before that as he his first plan is",NA,NA,NA,"5-1-1-New"
5,1,1,"New","you got the whole rock ?",NA,NA,"?","5-1-1-New"
5,1,1,"New","and like around the rock you see",NA,"like",NA,"5-1-1-New"
5,1,1,"New","you have like a harness of metal",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and then you have like the the punching glove the boxing glove","the boxing glove","like",NA,"5-1-1-New"
5,1,1,"New","on a spring right ?","yeah",NA,"?","5-1-1-New"
5,1,1,"New","so he pushes it all the way back","and he’s gonna …",NA,NA,"5-1-1-New"
5,1,1,"New","yeah",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and he clips it on",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and stands behind the rock",NA,NA,NA,"5-1-1-New"
5,1,1,"New","the roadrunner comes by",NA,NA,NA,"5-1-1-New"
5,1,1,"New","he releases it",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see the rock go back the other way",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and smash him into a wall","uh oh",NA,NA,"5-1-1-New"
5,1,1,"New","and then the glove you see it fly back and punch him in the face","okay",NA,NA,"5-1-1-New"
5,1,1,"New","so that was the first one",NA,NA,NA,"5-1-1-New"
5,1,1,"New","the the anvil thing that was the second one",NA,"thing",NA,"5-1-1-New"
5,1,1,"New","my bad I’m really sorry for that","that’s okay",NA,NA,"5-1-1-New"
5,1,1,"New","so uh then on the third one you see them running after each other",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see them running at the old cactus mine",NA,NA,NA,"5-1-1-New"
5,1,1,"New","so like you see roadrunner running in there",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and then coyote running all the way in and it’s dark",NA,NA,NA,"5-1-1-New"
5,1,1,"New","so he runs back out",NA,NA,NA,"5-1-1-New"
5,1,1,"New","grabs a like helmet",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and then you see roadrunner run back at him",NA,NA,NA,"5-1-1-New"
5,1,1,"New","MEEP MEEP start jetting off",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see roadrunner ran after him",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then it comes to kind of like an ant farm clip ?",NA,"kind of, like","?","5-1-1-New"
5,1,1,"New","like you see like the tunnels and what’s going from the outside",NA,"like, like",NA,"5-1-1-New"
5,1,1,"New","you have like the roadrunner in green you have coyote in red",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and you see him like go down an elevator",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and then he starts running around in a circle type of deal",NA,"type of deal",NA,"5-1-1-New"
5,1,1,"New","and you have coyote chasing him",NA,NA,NA,"5-1-1-New"
5,1,1,"New","after a while like the roadrunner like steps off to the side",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and you see coyote still going like really fast in circle","spinning","like",NA,"5-1-1-New"
5,1,1,"New","yeah yeah",NA,NA,NA,"5-1-1-New"
5,1,1,"New","until he like beeps at him",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then like coyote starts chasing the roadrunner again",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and they start they’re going through this tunnel",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and the tunnel is kind of jagged like this ?","yeah",NA,"?","5-1-1-New"
5,1,1,"New","yeah the zigzag you got the zigzag",NA,NA,NA,"5-1-1-New"
5,1,1,"New","so like you see them both going like this",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and then you see the roadrunner he comes to a split road",NA,NA,NA,"5-1-1-New"
5,1,1,"New","one like straight down and one goes back up",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and you see the roadrunner run up",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and you see the coyote the coyote bouncing on the on the …",NA,NA,NA,"5-1-1-New"
5,1,1,"New","the other one","yeah",NA,NA,"5-1-1-New"
5,1,1,"New","until he blows up the light","alright",NA,NA,"5-1-1-New"
5,1,1,"New","so then he pulls out like a match lights it",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and you see like behind him is all like nitroglycerin",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and ac acme TNT",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and then he kind of has this worried face",NA,"kind of",NA,"5-1-1-New"
5,1,1,"New","and you cut to the top and you see cactuses",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and all you he all of a sudden you hear BOOM",NA,NA,NA,"5-1-1-New"
5,1,1,"New","and like the cactuses turn from like cactuses into like the word YIPE",NA,"like, like, like",NA,"5-1-1-New"
5,1,1,"New","like Y-I-P-E exclamation point",NA,"like",NA,"5-1-1-New"
5,1,1,"New","and that’s pretty much it",NA,NA,NA,"5-1-1-New"
5,2,1,"Old","so this is a uh you got the coyote you got roadrunner",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and they they sta you have the beginning",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and like coyote is chasing after the roadrunner",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","with the whole circley arms thing going really fast",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then they kinda slow down",NA,"kinda",NA,"5-2-1-Old"
5,2,1,"Old","and get that slow motion stop still frame capture ?",NA,NA,"?","5-2-1-Old"
5,2,1,"Old","and they cut to the roadrunner",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and th it says roadrunner and under him it has a latin saying",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and it kinda says like uh accelerati incrediblis ?",NA,"kinda, like","?","5-2-1-Old"
5,2,1,"Old","and then cuts to the roadrunner and has cuts to the coyote",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","it has coyote under it",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then it has uh coyotecacus and then like vulgaris ?",NA,"like","?","5-2-1-Old"
5,2,1,"Old","and then they start speeding up slowly again",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so you have the roadrunner speeding up",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","they start chasing after each other",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then they ha then they cut to both of them",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","where you have roadrunner right there",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and you have coyote right behind him",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","he has like his arms up",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","he’s got the fork he’s got the knife",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","aand he’s got the napkin around nack neck ready to eat him",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","then all of a sudden roadrun runner kinda jumps up in the air a little bit",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","turns around goes MEEP MEEP jets off",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and right as coyote like goes to stab him",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","so he comes down he hits the concrete",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","you got the knife stuck in concrete",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","you got the fork stuck in concrete",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","he kinda goes over and hits",NA,"kinda",NA,"5-2-1-Old"
5,2,1,"Old","and then kinda like kinda stuck there dumbfounded",NA,"kinda like, kinda",NA,"5-2-1-Old"
5,2,1,"Old","so then they cut to the next screen",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and he’s setting up the rock",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and you have the big boulder",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","like with the metal apparatus all connected around it",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","with a spring connected to a boxer’s glove",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so he starts pushing the boxing glove in",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","locks it in place with a hook",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and he’s standing behind a rock waiting for the roadrunner to come",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so the roadrunner passes by",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","he releases the clip",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and you see the rock push him back into the cliff and smoosh him",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then you got the boxing glove and it kind of like swirls around",NA,"kind of, like",NA,"5-2-1-Old"
5,2,1,"Old","and comes back and smacks him in the face too",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so then it cuts to like the next frame",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","where you got like coyote looking over the blueprint",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","you remember those old blueprints right ?",NA,NA,"?","5-2-1-Old"
5,2,1,"Old","so you got cliff on one side cliff on the other side",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","hold tightrope back between two spikes",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and he has like his whole plan listed out",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","like I’m gonna climb out on onto the rope",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","drop the anvil on the roadrunner’s head",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and make a roadrunner burger",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so then they cut to like the real trial of it",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","he walks out on the tightrope he’s got the anvil",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then all of a sudden",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","the tightrope kind of sags down all the way to the to the",NA,"kind of",NA,"5-2-1-Old"
5,2,1,"Old","to the road under it",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so the roadrunner runs up",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","MEEP MEEPs at him jets back the other way",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and coyote goes to run after him",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and drops the anvil",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and the rope kinda slingshots him into the air",NA,"kinda",NA,"5-2-1-Old"
5,2,1,"Old","while he’s on the air he points back to this back",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","he’s like I got a I got a parachute just in case",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","pulls a string",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and all of a sudden all his camping supplies come out",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","you got like an axe you got forks knives you got plates",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then you kind of cut to like an above view while he’s waving",NA,"kind of, like",NA,"5-2-1-Old"
5,2,1,"Old","oh then he then he actually takes out aspirin",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and relea releases it",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","grabs it out of the sky eats a few aspirins",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","starts waving to the audience",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then you see him falling down",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and they cut to like the above overview ?",NA,"like","?","5-2-1-Old"
5,2,1,"Old","and then he kind of hits the ground and you see a puff of smoke",NA,"kind of",NA,"5-2-1-Old"
5,2,1,"Old","then after that one ? you see",NA,NA,"?","5-2-1-Old"
5,2,1,"Old","coyote chasing after the roadrunner",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and they’re running into the old cactus mine",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so you see them running in and it’s ff following coyote",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","he runs in and then it’s a little dark",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so he runs back out grabs a helmet",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then roadrunner runs back out with a helmet on",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","MEEP MEEPs at him and they both take off",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then they cut to like a kind of like an ant farm view",NA,"like, kind of, like",NA,"5-2-1-Old"
5,2,1,"Old","of them running through the mine ?",NA,NA,"?","5-2-1-Old"
5,2,1,"Old","you have the green for the roadrunner and you got red for the coyote",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then they start running around the mine in that fashion",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","they start going in like a circle",NA,"like",NA,"5-2-1-Old"
5,2,1,"Old","up and down elevators",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","up and down ladders",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then like you kind you kind of see roadrunner move off to the side",NA,"like, kind of",NA,"5-2-1-Old"
5,2,1,"Old","and you see coyote’s keep on going in circle trying to chase him",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","then lets out a MEEP MEEP",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then coyote starts chasing after him again",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and they’re going down a zigzag",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","aand they go up and down the zigzag",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and they come to a split where one goes straight and one goes up",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","so roadrunner goes up",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and coyote just kk just kinda keeps bouncing up and down",NA,"just, kinda",NA,"5-2-1-Old"
5,2,1,"Old","till his uh headlight breaks and goes out",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then he lights a match",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and you’re in the background it has like TNT nitroglycerin",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then they cut to the top above the mine",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","where there’s a whole bunch of cactuses",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and then you hear BOOM",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and the cactuses transform into the word YIPE or YIPE",NA,NA,NA,"5-2-1-Old"
5,2,1,"Old","and that’s it",NA,NA,NA,"5-2-1-Old"
5,3,2,"New","alright so this cartoon i you got coyote and you got roadrunner",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and it’s the typical cartoon",NA,NA,NA,"5-3-2-New"
5,3,2,"New","it starts off with them chasing each other",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and then it kinda slows and cut frame",NA,"kinda",NA,"5-3-2-New"
5,3,2,"New","and has like the still picture of roadrunner",NA,"like",NA,"5-3-2-New"
5,3,2,"New","where it has the roadrunner under it",NA,NA,NA,"5-3-2-New"
5,3,2,"New","it says roadrunner then it has a latin phrase",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and it says on the latin phrase says uh accelerati incrediblis",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and then it cuts to coyote",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and it says coyote under it",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and then it says like coyotecacus and then like vulgaris",NA,"like, like",NA,"5-3-2-New"
5,3,2,"New","and then they start speeding up again",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and then you see coyote chasing the roadrunner",NA,NA,NA,"5-3-2-New"
5,3,2,"New","he’s got like a fork in one hand a knife in the other",NA,"like",NA,"5-3-2-New"
5,3,2,"New","a napkin around his neck","mm-hmm",NA,NA,"5-3-2-New"
5,3,2,"New","and right as he’s about to come down and and stab him with them",NA,NA,NA,"5-3-2-New"
5,3,2,"New","you see roadrunner jump into the air turn around",NA,NA,NA,"5-3-2-New"
5,3,2,"New","say MEEP MEEP and kinda like jet off",NA,"kinda, like",NA,"5-3-2-New"
5,3,2,"New","and like as he swings down",NA,"like",NA,"5-3-2-New"
5,3,2,"New","and like you see the fork and you see the knife",NA,NA,NA,"5-3-2-New"
5,3,2,"New","it goes in the concrete",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and he kinda like smashes over it",NA,"kinda, like",NA,"5-3-2-New"
5,3,2,"New","and he’s kinda kinda dumbfounded wondering what’s going on",NA,"kinda, kinda",NA,"5-3-2-New"
5,3,2,"New","just staying there thinking",NA,"just",NA,"5-3-2-New"
5,3,2,"New","then they cut to the next frame",NA,NA,NA,"5-3-2-New"
5,3,2,"New","so he’s sitting there and you have this like giant boulder",NA,"like",NA,"5-3-2-New"
5,3,2,"New","and around it you have a metal apparatus connecting around it",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and a spring connected to a boxing glove",NA,NA,NA,"5-3-2-New"
5,3,2,"New","so you see coyote like pushing the boxing glove towards the rock",NA,"like",NA,"5-3-2-New"
5,3,2,"New","and he clips it into place",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and stands behind it",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and then you see the roadrunner come through a road",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and right as he does that he unhooks it",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and instead of seeing like the boxing glove flying at him",NA,"like",NA,"5-3-2-New"
5,3,2,"New","you see the rock push coyote back into the cliff and smoosh him",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and then you see the boxing glove kind of circle around",NA,"kind of",NA,"5-3-2-New"
5,3,2,"New","and smack him in the face",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and then they cut to the next scene",NA,NA,NA,"5-3-2-New"
5,3,2,"New","where he’s looking at a blueprint",NA,NA,NA,"5-3-2-New"
5,3,2,"New","and on the blueprint you got like two cliffs and like a tightrope wire",NA,"like, like",NA,"5-3-2-New"
5,3,2,"New","and kindalike his planned outline",NA,"kinda, like",NA,"5-3-2-New"
5,3,2,"New","it says he’s gonna take the anvil out in the center",NA,NA,NA,"5-3-2-New"
